aholguin;BRA Vs CRO;Marcador BRA: 2;
aholguin;BRA Vs CRO;Marcador CRO: 2;
aholguin;BRA Vs CRO;Tarjetas Amarillas: 12-14;
aholguin;BRA Vs CRO;Tarjetas Rojas: Ninguno;
aholguin;BRA Vs CRO;Fueras de Lugar: 0-2;
aholguin;BRA Vs CRO;Faltas: 9-11;
aholguin;BRA Vs CRO;Tiros de Esquina: 6-8;
aholguin;BRA Vs CRO;Remates al Arco: 16-20;
